CustomerID,Recency,Frequency,Monetary,Avg_Order_Value,Cluster,Segment
1000,82,1.6094379124341003,10.995175926131413,14896.25,1,VIP Customers
1001,121,1.791759469228055,11.279226399716501,15831.8,1,VIP Customers
1002,237,1.3862943611198906,10.220558509881696,9153.666666666666,0,Loyal Customers
1003,13,2.0794415416798357,11.85130302816056,20038.0,1,VIP Customers
1004,42,1.6094379124341003,11.315510574728618,20521.0,1,VIP Customers
1005,706,1.3862943611198906,11.168080272785073,23610.666666666668,1,VIP Customers
1006,244,1.3862943611198906,10.678560282494745,14471.333333333334,1,VIP Customers
1007,225,1.0986122886681098,10.656341286557868,21230.0,1,VIP Customers
1008,128,1.3862943611198906,10.886408366708046,17814.666666666668,1,VIP Customers
1009,165,1.3862943611198906,10.31877096958163,10098.333333333334,0,Loyal Customers
1010,9,1.3862943611198906,11.13087410327108,22748.333333333332,1,VIP Customers
1011,125,1.791759469228055,11.254154736012868,15439.8,1,VIP Customers
1012,101,1.9459101490553132,10.731165626053679,7626.5,1,VIP Customers
1013,272,2.4849066497880004,12.027238998899357,15204.363636363636,1,VIP Customers
1014,1,1.9459101490553132,10.692717341773118,7338.833333333333,1,VIP Customers
1015,94,1.9459101490553132,11.699413330633599,20083.333333333332,1,VIP Customers
1016,361,1.0986122886681098,10.567308903714245,19421.5,0,Loyal Customers
1017,74,1.6094379124341003,10.934320518782949,14016.75,1,VIP Customers
1018,36,2.1972245773362196,11.84109907734816,17355.25,1,VIP Customers
1019,17,1.6094379124341003,10.85897976660942,12999.5,1,VIP Customers
1020,133,2.0794415416798357,11.426495736971841,13102.714285714286,1,VIP Customers
1021,365,1.6094379124341003,11.060321578404363,15899.0,1,VIP Customers
1022,193,1.3862943611198906,10.586180275192214,13194.333333333334,1,VIP Customers
1023,143,1.9459101490553132,11.119719900617751,11248.0,1,VIP Customers
1024,492,1.0986122886681098,9.647368744540465,7740.0,0,Loyal Customers
1025,114,1.791759469228055,10.99603146580263,11927.2,1,VIP Customers
1026,45,1.6094379124341003,10.416520737844118,8351.5,1,VIP Customers
1027,627,1.791759469228055,10.41873339273561,6696.0,0,Loyal Customers
1028,254,1.3862943611198906,10.205035547224519,9012.666666666666,0,Loyal Customers
1029,237,1.9459101490553132,12.093290211001044,29778.0,1,VIP Customers
1030,141,1.0986122886681098,11.153188695567094,34892.5,1,VIP Customers
1031,293,1.0986122886681098,9.784084455288346,8874.0,0,Loyal Customers
1032,96,2.302585092994046,11.589692042755141,11997.555555555555,1,VIP Customers
1033,475,1.3862943611198906,10.252064798437244,9446.666666666666,0,Loyal Customers
1034,37,2.1972245773362196,11.967345802988806,19690.625,1,VIP Customers
1035,38,1.791759469228055,11.1906243421228,14489.4,1,VIP Customers
1036,27,2.0794415416798357,11.793326091923818,18909.285714285714,1,VIP Customers
1037,64,1.791759469228055,9.246865146658555,2074.2,0,Loyal Customers
1038,174,1.791759469228055,11.333750951038143,16719.0,1,VIP Customers
1039,81,2.1972245773362196,11.947055772292158,19295.125,1,VIP Customers
1040,61,1.3862943611198906,11.292727570944589,26745.0,1,VIP Customers
1041,143,1.791759469228055,10.90700130566835,10911.2,1,VIP Customers
1042,47,2.3978952727983707,11.479482428849877,9671.0,1,VIP Customers
1043,49,1.791759469228055,10.813880929144199,9941.0,1,VIP Customers
1044,28,2.0794415416798357,11.77310272429982,18530.714285714286,1,VIP Customers
1045,142,1.9459101490553132,11.184921273039844,12005.833333333334,1,VIP Customers
1046,22,1.3862943611198906,10.461215845988338,11644.333333333334,1,VIP Customers
1047,420,1.0986122886681098,10.55791989196796,19240.0,0,Loyal Customers
1048,301,1.6094379124341003,10.709717852539962,11197.0,1,VIP Customers
1049,47,1.9459101490553132,11.33080388817894,13891.5,1,VIP Customers
1050,99,2.5649493574615367,12.012633516922294,13735.25,1,VIP Customers
1051,34,1.9459101490553132,11.062018331415482,10617.333333333334,1,VIP Customers
1052,142,1.791759469228055,11.18035759637473,14341.4,1,VIP Customers
1053,406,0.6931471805599453,7.280008252884188,1450.0,0,Loyal Customers
1054,13,2.1972245773362196,11.857415473185025,17640.75,1,VIP Customers
